-650,-382,-650,0,0,1
-650,-382,0,0,0,1
-634,-382,3,0,0,1
-618,-382,6,0,0,1
-602,-382,10,0,0,1
-586,-382,13,0,0,1
-570,-382,16,0,0,1
-554,-382,20,0,0,1
-538,-382,23,0,0,1
-522,-382,26,0,0,1
-506,-382,29,0,0,1
-490,-382,33,0,0,1
-474,-382,36,0,0,1
-458,-382,39,0,0,1
-442,-382,43,0,0,1
-426,-382,46,0,0,1
-409,-382,49,0,0,1
-393,-382,53,0,0,1
-377,-382,56,0,0,1
-361,-382,59,0,0,1
-345,-382,63,0,0,1
-329,-382,66,0,0,1
-313,-382,69,0,0,1
-297,-382,73,0,0,1
-281,-382,76,0,0,1
-265,-382,79,0,0,1
-249,-382,83,0,0,1
-233,-382,86,0,0,1
-217,-382,89,0,0,1
-201,-382,93,0,0,1
-185,-382,96,0,0,1
-168,-382,99,0,0,1
-152,-382,0,1,0,1
-136,-382,3,1,0,1
-120,-382,6,1,0,1
-104,-382,10,1,0,1
-88,-382,13,1,0,1
-72,-382,16,1,0,1
-56,-382,20,1,0,1
-40,-382,23,1,0,1
-24,-382,26,1,0,1
-8,-382,30,1,0,1
8,-382,33,1,0,1
24,-382,36,1,0,0
40,-382,40,1,0,0
53,-382,40,1,0,0
66,-382,40,1,0,0
79,-382,40,1,0,0
91,-382,40,1,0,0
104,-382,40,1,1,0
117,-382,40,1,1,0
126,-382,36,0,1,0
136,-382,33,0,0,0
145,-382,30,0,0,0
158,-382,30,0,0,0
170,-382,30,0,0,1
183,-382,30,0,0,1
-514,-750,33,0,0,1
-510,-750,36,0,0,1
-482,-750,40,0,0,1
-454,-750,43,0,0,1
-425,-750,46,0,0,1
-397,-750,0,0,0,1
-369,-750,3,0,0,1
-340,-750,6,0,0,1
-312,-750,10,0,0,1
-284,-750,13,0,0,1
-255,-750,16,0,0,1
-227,-750,20,0,0,1
-199,-750,23,0,0,1
-170,-750,26,0,0,1
-142,-750,30,0,0,1
-114,-750,33,0,0,1
-85,-750,36,0,0,1
-457,-607,193,0,0,1
-650,-306,0,0,0,0
-647,-306,3,0,0,0
-637,-306,3,0,0,0
-627,-306,3,0,0,1
-617,-306,3,0,0,1
-603,-306,6,0,0,1
-589,-306,10,0,0,1
-576,-306,13,0,0,1
-562,-306,16,0,0,1
-549,-306,20,0,0,1
-535,-306,23,0,0,1
-522,-306,26,0,0,1
-508,-306,29,0,0,1
-495,-306,33,0,0,1
-481,-306,36,0,0,1
-468,-306,39,0,0,1
-454,-306,43,0,0,1
-441,-306,46,0,0,1
-427,-306,49,0,0,1
-414,-306,53,0,0,1
-400,-306,0,0,0,1
-386,-306,3,0,0,1
-373,-306,6,0,0,1
-359,-306,9,0,0,1
-346,-306,13,0,0,1
-332,-306,16,0,0,1
-319,-306,19,0,0,1
-305,-306,23,0,0,1
-292,-306,26,0,0,1
-278,-306,29,0,0,1
-265,-306,33,0,0,1
-251,-306,36,0,0,1
-238,-306,40,0,0,1
-224,-306,43,0,0,1
-211,-306,46,0,0,1
-197,-306,50,0,0,1
-183,-306,53,0,0,1
-170,-306,56,0,0,1
-156,-306,60,0,0,1
-143,-306,63,0,0,1
-129,-306,66,0,0,1
-116,-306,70,1,0,1
-102,-306,73,1,0,1
-89,-306,76,1,0,1
-75,-306,80,1,0,1
-62,-306,83,1,0,1
-48,-306,86,1,0,1
-35,-306,90,1,0,1
-21,-306,93,1,0,1
-8,-306,96,1,0,1
6,-306,0,1,0,1
20,-306,3,1,0,1
33,-306,6,1,0,0
47,-306,10,1,0,0
57,-306,10,1,1,0
67,-306,10,1,1,0
74,-306,6,1,1,0
81,-306,3,1,1,0
88,-306,0,1,0,0
94,-306,-4,1,0,0
105,-306,-4,0,0,1
115,-306,-4,0,0,1
128,-306,0,0,0,1
142,-306,3,0,0,1
155,-306,6,0,0,1
169,-306,10,0,0,1
183,-306,13,0,0,1
196,-306,16,0,0,1
210,-306,20,0,0,1
223,-306,23,0,0,1
233,-306,26,0,0,1
-464,-466,30,0,0,1
-460,-466,33,0,0,1
-442,-466,36,0,0,1
-423,-466,40,0,0,1
-404,-466,43,0,0,1
-385,-466,46,0,0,1
-366,-466,50,0,0,1
-347,-466,53,0,0,1
-328,-466,56,0,0,1
-310,-466,0,0,0,1
-291,-466,3,0,0,1
-272,-466,6,0,0,1
-253,-466,9,0,0,1
-234,-466,13,0,0,1
-215,-466,16,0,0,1
-196,-466,19,0,0,1
-178,-466,23,1,0,1
-159,-466,26,1,0,1
-140,-466,29,1,0,1
-121,-466,33,1,0,1
-102,-466,36,1,0,1
-83,-466,39,1,0,1
-64,-466,43,1,0,1
-45,-466,46,1,0,1
-27,-466,49,1,0,1
-8,-466,53,1,0,1
11,-466,56,1,0,1
30,-466,59,1,0,1
49,-466,63,1,0,0
68,-466,66,1,0,0
83,-466,66,1,0,0
99,-466,66,1,0,0
114,-466,66,1,0,0
130,-466,66,1,1,0
145,-466,66,1,1,0
158,-466,63,0,1,0
170,-466,59,0,1,0
182,-466,56,0,1,0
194,-466,53,0,1,0
206,-466,0,0,1,0
219,-466,-4,0,1,0
231,-466,-7,0,1,0
243,-466,-10,0,1,0
255,-466,-14,0,1,0
267,-466,-17,0,1,0
280,-466,-20,0,1,0
292,-466,-24,0,1,0
290,-466,-27,0,1,0
-414,-418,-30,0,1,0
-417,-418,-34,0,1,0
-407,-418,-37,0,1,0
-396,-418,-40,0,1,0
-385,-418,-44,0,1,0
-375,-418,-47,0,1,0
-364,-418,-50,0,1,0
-354,-418,-54,0,1,0
-343,-418,-57,0,1,0
-332,-418,-60,0,1,0
-322,-418,-64,0,1,0
-311,-418,-67,0,1,0
-301,-418,-70,0,1,0
-290,-418,-74,0,1,0
-279,-418,-77,0,1,0
-269,-418,-80,0,0,1
-258,-418,-84,0,0,1
-241,-418,-80,0,0,1
-224,-418,-77,0,0,1
-206,-418,-74,0,0,1
-189,-418,-70,0,0,1
-172,-418,0,0,0,1
-155,-418,3,0,0,1
-137,-418,6,1,0,1
-120,-418,10,1,0,1
-103,-418,13,1,0,1
-86,-418,16,1,0,1
-68,-418,19,1,0,1
-51,-418,23,1,0,1
-34,-418,26,1,0,1
-16,-418,29,1,0,1
1,-418,33,1,0,1
18,-418,36,1,0,1
35,-418,39,1,0,1
53,-418,43,1,0,1
70,-418,46,1,0,1
87,-418,49,1,0,1
104,-418,53,1,0,0
122,-418,56,1,0,0
136,-418,56,1,0,0
150,-418,56,1,0,0
163,-418,56,1,0,0
177,-418,56,0,0,0
191,-418,56,0,0,0
205,-418,56,0,0,0
219,-418,56,0,0,0
233,-418,56,0,0,0
247,-418,56,0,0,0
261,-418,56,0,1,0
275,-418,56,0,1,0
286,-418,53,0,1,0
296,-418,0,0,1,0
296,-418,-4,0,1,0
-407,-765,-7,0,1,0
-410,-765,-10,0,1,0
-388,-765,-14,0,1,0
-366,-765,-17,0,1,0
-344,-765,-20,0,1,0
-322,-765,-24,0,1,0
-300,-765,-27,0,1,0
-277,-765,-30,0,1,0
-255,-765,-34,0,1,0
-233,-765,-37,0,1,0
-211,-765,-40,0,1,0
-189,-765,-44,0,1,0
-167,-765,-47,0,1,0
-144,-765,-50,1,1,0
-122,-765,-54,1,1,0
-100,-765,-57,1,1,0
-78,-765,-60,1,1,0
-56,-765,-64,1,1,0
-34,-765,-67,1,1,0
-11,-765,-70,1,1,0
11,-765,-74,1,1,0
33,-765,-77,1,1,0
55,-765,-80,1,0,0
77,-765,-84,1,0,0
103,-765,-84,1,0,0
128,-765,-84,1,0,0
154,-765,-84,1,0,1
179,-765,-84,1,0,1
208,-765,0,1,0,1
223,-765,3,1,0,1
-474,-639,6,1,0,1
-470,-639,10,1,0,1
-446,-639,13,0,0,1
-421,-639,16,0,0,1
-397,-639,20,0,0,1
-372,-639,23,0,0,1
-347,-639,26,0,0,1
-323,-639,30,0,0,1
-298,-639,33,0,0,1
-273,-639,36,0,0,1
-249,-639,40,0,0,1
-224,-639,43,0,0,1
-200,-639,46,0,0,1
-175,-639,50,0,0,1
-150,-639,53,0,0,1
-126,-639,56,1,0,1
-101,-639,59,1,0,1
-76,-639,63,1,0,1
-52,-639,66,1,0,1
-27,-639,69,1,0,1
-2,-639,73,1,0,0
22,-639,76,1,0,0
43,-639,76,1,0,0
65,-639,76,1,0,0
86,-639,76,1,0,0
107,-639,76,1,1,0
129,-639,76,1,1,0
147,-639,73,1,1,0
165,-639,0,1,1,0
183,-639,-4,1,1,0
201,-639,-7,1,1,0
218,-639,-10,1,1,0
236,-639,-14,1,1,0
254,-639,-17,1,1,0
270,-639,-20,0,1,0
-434,-724,-24,0,1,0
-437,-724,-27,0,1,0
-416,-724,-30,0,1,0
-396,-724,-34,0,1,0
-375,-724,-37,0,1,0
-354,-724,-40,0,1,0
-333,-724,-44,0,1,0
-312,-724,-47,0,1,0
-292,-724,-50,0,1,0
-271,-724,-54,0,1,0
-250,-724,-57,0,1,0
-229,-724,-60,0,1,0
-208,-724,-64,0,1,0
-188,-724,-67,0,1,0
-167,-724,-70,0,1,0
-146,-724,-74,0,1,0
-125,-724,-77,0,0,1
-104,-724,-80,0,0,1
-77,-724,-77,0,0,1
-484,-673,166,0,0,1
-650,-749,0,0,0,0
-647,-749,3,0,0,0
-622,-749,3,0,0,0
-597,-749,3,0,0,0
-572,-749,3,0,0,0
-547,-749,3,0,0,0
-522,-749,3,0,0,1
-497,-749,3,0,0,1
-469,-749,6,0,0,1
-441,-749,10,0,0,1
-637,-406,13,0,0,1
-650,-417,0,0,0,0
-647,-417,3,0,0,0
-633,-417,3,0,0,0
-619,-417,3,0,0,0
-605,-417,3,0,0,1
-592,-417,3,0,0,1
-574,-417,6,0,0,1
-557,-417,10,0,0,1
-540,-417,13,0,0,1
-523,-417,16,0,0,1
-505,-417,20,0,0,1
-488,-417,23,0,0,1
-471,-417,26,0,0,1
-454,-417,29,0,0,1
-436,-417,33,0,0,1
-419,-417,36,0,0,1
-402,-417,0,0,0,1
-385,-417,3,0,0,1
-368,-417,6,0,0,1
-350,-417,9,0,0,1
-333,-417,13,0,0,1
-316,-417,16,0,0,1
-299,-417,19,0,0,1
-281,-417,23,0,0,1
-264,-417,26,0,0,1
-247,-417,29,0,0,1
-230,-417,33,0,0,1
-212,-417,36,0,0,1
-195,-417,39,0,0,1
-178,-417,43,1,0,1
-161,-417,46,1,0,1
-144,-417,49,1,0,1
-126,-417,53,1,0,1
-109,-417,56,1,0,1
-92,-417,60,1,0,1
-75,-417,63,1,0,1
-57,-417,66,1,0,1
-40,-417,70,1,0,1
-23,-417,73,1,0,1
-6,-417,76,1,0,1
12,-417,80,1,0,1
29,-417,83,1,0,1
46,-417,86,1,0,1
63,-417,90,1,0,1
81,-417,93,1,0,1
98,-417,96,1,0,1
115,-417,0,1,0,1
132,-417,3,1,0,1
149,-417,6,0,0,1
167,-417,10,0,0,1
184,-417,13,0,0,1
201,-417,16,0,0,1
210,-417,20,0,0,1
-487,-762,23,0,0,1
-484,-762,26,0,0,1
-455,-762,30,0,0,1
-426,-762,33,0,0,1
-398,-762,36,0,0,1
-369,-762,40,0,0,1
-340,-762,43,0,0,1
-311,-762,46,0,0,1
-283,-762,50,0,0,1
-254,-762,53,0,0,1
-225,-762,56,0,0,1
-196,-762,60,0,0,1
-168,-762,63,0,0,1
-139,-762,66,1,0,1
-110,-762,70,1,0,1
-82,-762,73,1,0,1
-53,-762,76,1,0,1
-24,-762,80,1,0,0
5,-762,83,1,0,0
30,-762,83,1,1,0
55,-762,83,1,1,0
77,-762,80,1,1,0
100,-762,76,1,1,0
122,-762,0,1,1,0
144,-762,-4,1,1,0
166,-762,-7,1,1,0
188,-762,-10,1,1,0
210,-762,-14,1,1,0
232,-762,-17,1,1,0
243,-762,-20,1,1,0
-460,-600,-24,1,1,0
-464,-600,-27,1,1,0
-447,-600,-31,0,1,0
-430,-600,-34,0,1,0
-414,-600,-37,0,1,0
-397,-600,-41,0,1,0
-380,-600,-44,0,1,0
-364,-600,-47,0,1,0
-347,-600,-51,0,1,0
-330,-600,-54,0,1,0
-314,-600,-57,0,1,0
-297,-600,-61,0,1,0
-280,-600,-64,0,1,0
-264,-600,-67,0,1,0
-247,-600,-71,0,1,0
-230,-600,-74,1,1,0
-214,-600,-77,1,0,0
-197,-600,-81,1,0,1
-177,-600,-81,1,0,1
-154,-600,-77,1,0,1
-130,-600,-74,1,0,1
-107,-600,-71,1,0,1
-84,-600,-67,1,0,1
-60,-600,0,1,0,1
-37,-600,3,1,0,1
-14,-600,6,1,0,1
10,-600,10,1,0,1
33,-600,13,1,0,1
56,-600,16,1,0,1
80,-600,20,1,0,1
103,-600,23,1,0,1
126,-600,26,1,0,1
150,-600,30,1,0,1
173,-600,33,1,0,1
196,-600,36,0,0,1
220,-600,40,0,0,1
243,-600,43,0,0,1
-454,-366,46,0,0,1
-450,-366,50,0,0,1
-435,-366,53,0,0,1
-419,-366,56,0,0,1
-404,-366,60,0,0,1
-388,-366,63,0,0,1
-373,-366,66,0,0,1
-357,-366,70,0,0,1
-342,-366,73,0,0,1
-326,-366,76,1,0,1
-311,-366,80,1,0,1
-295,-366,83,1,0,1
-280,-366,86,1,0,1
-264,-366,89,1,0,1
-249,-366,93,1,0,1
-233,-366,96,1,0,1
-217,-366,0,1,0,1
-202,-366,3,1,0,1
-186,-366,6,1,0,1
-171,-366,9,1,0,1
-155,-366,13,1,0,1
-140,-366,16,1,0,1
-124,-366,19,1,0,1
-109,-366,23,1,0,1
-93,-366,26,1,0,1
-78,-366,29,1,0,1
-62,-366,33,1,0,1
-364,-326,286,1,0,1
-650,-471,0,0,0,0
-647,-471,3,0,0,0
-631,-471,3,0,0,0
-616,-471,3,0,0,0
-600,-471,3,0,0,0
-584,-471,3,0,0,0
-569,-471,3,0,0,0
-553,-471,3,0,0,0
-537,-471,3,0,0,0
-522,-471,3,0,0,1
-506,-471,3,0,0,1
-487,-471,6,0,0,1
-468,-471,10,0,0,1
-449,-471,13,0,0,1
-430,-471,16,0,0,1
-411,-471,20,0,0,1
-392,-471,23,0,0,1
-373,-471,26,0,0,1
-354,-471,29,0,0,1
-335,-471,33,0,0,1
-316,-471,36,0,0,1
-296,-471,0,0,0,1
-277,-471,3,0,0,1
-258,-471,6,0,0,1
-239,-471,9,0,0,1
-220,-471,13,0,0,1
-201,-471,16,0,0,1
-182,-471,19,1,0,1
-163,-471,23,1,0,1
-144,-471,26,1,0,1
-125,-471,29,1,0,1
-106,-471,33,1,0,1
-87,-471,36,1,0,1
-68,-471,39,1,0,1
-49,-471,43,1,0,1
-30,-471,46,1,0,1
-11,-471,49,1,0,1
8,-471,53,1,0,1
27,-471,56,1,0,1
46,-471,60,1,0,0
65,-471,63,1,0,0
81,-471,63,1,0,0
97,-471,63,1,0,0
112,-471,63,1,0,1
128,-471,63,1,0,1
147,-471,66,1,0,1
160,-471,70,0,0,1
-537,-625,73,0,0,1
-534,-625,76,0,0,1
-510,-625,80,0,0,1
-485,-625,83,0,0,1
-461,-625,0,0,0,1
-437,-625,3,0,0,1
-413,-625,6,0,0,1
-389,-625,10,0,0,1
-365,-625,13,0,0,1
-340,-625,16,0,0,1
-316,-625,20,0,0,1
-292,-625,23,0,0,1
-268,-625,26,0,0,1
-244,-625,30,0,0,1
-220,-625,33,0,0,1
-195,-625,36,0,0,1
-171,-625,40,0,0,1
-147,-625,43,0,0,1
-123,-625,46,1,0,1
-99,-625,50,1,0,1
-75,-625,53,1,0,1
-50,-625,56,1,0,1
-26,-625,60,1,0,1
-2,-625,63,1,0,0
22,-625,66,1,0,0
43,-625,66,1,0,0
64,-625,66,1,0,0
85,-625,66,1,0,0
105,-625,66,1,1,0
126,-625,66,1,1,0
144,-625,63,1,1,0
161,-625,60,1,1,0
179,-625,56,1,1,0
196,-625,53,1,1,0
214,-625,0,1,1,0
223,-625,-4,1,1,0
-480,-589,-7,1,1,0
-484,-589,-11,0,1,0
-468,-589,-14,0,1,0
-451,-589,-17,0,1,0
-435,-589,-21,0,1,0
-419,-589,-24,0,1,0
-402,-589,-27,0,1,0
-386,-589,-31,0,1,0
-370,-589,-34,0,1,0
-353,-589,-37,0,1,0
-337,-589,-41,0,1,0
-321,-589,-44,0,1,0
-305,-589,-47,0,1,0
-288,-589,-51,0,1,0
-272,-589,-54,0,1,0
-256,-589,-57,0,1,0
-239,-589,-61,0,1,0
-223,-589,-64,0,1,0
-207,-589,-67,0,1,0
-190,-589,-71,0,1,0
-174,-589,-74,0,1,0
-158,-589,-77,1,1,0
-142,-589,-81,1,1,0
-125,-589,-84,1,0,1
-109,-589,-87,1,0,1
-86,-589,-84,1,0,1
-63,-589,-81,1,0,1
-40,-589,-77,1,0,1
-17,-589,0,1,0,1
6,-589,3,1,0,1
29,-589,6,1,0,1
52,-589,10,1,0,1
75,-589,13,1,0,1
98,-589,16,1,0,1
121,-589,20,1,0,1
144,-589,23,1,0,1
167,-589,26,1,0,1
183,-589,30,1,0,1
-514,-409,33,1,0,1
-510,-409,36,1,0,1
-494,-409,40,0,0,1
-477,-409,43,0,0,1
-460,-409,46,0,0,1
-443,-409,50,0,0,1
-426,-409,53,0,0,1
-409,-409,56,0,0,1
-392,-409,60,0,0,1
-375,-409,63,0,0,1
-358,-409,66,0,0,1
-341,-409,70,0,0,1
-324,-409,73,0,0,1
-307,-409,76,0,0,1
-290,-409,80,0,0,1
-273,-409,83,0,0,1
-256,-409,86,0,0,1
-239,-409,90,0,0,1
-222,-409,93,0,0,1
-205,-409,96,0,0,1
-188,-409,0,0,0,1
-171,-409,3,0,0,1
-154,-409,6,1,0,1
-137,-409,9,1,0,1
-120,-409,13,1,0,1
-103,-409,16,1,0,1
-86,-409,19,1,0,1
-69,-409,23,1,0,1
-52,-409,26,1,0,1
-35,-409,29,1,0,1
-18,-409,33,1,0,1
-2,-409,36,1,0,1
15,-409,39,1,0,1
32,-409,43,1,0,1
49,-409,46,1,0,1
66,-409,49,1,0,1
83,-409,53,1,0,1
100,-409,56,1,0,1
117,-409,59,1,0,1
134,-409,63,1,0,1
151,-409,66,1,0,0
168,-409,69,0,0,0
182,-409,69,0,1,0
195,-409,69,0,1,0
206,-409,66,0,1,0
216,-409,63,0,1,0
226,-409,59,0,1,0
237,-409,56,0,1,0
247,-409,53,0,1,0
257,-409,49,0,1,0
268,-409,0,0,1,0
278,-409,-4,0,1,0
288,-409,-7,0,1,0
290,-409,-10,0,1,0
-414,-620,-14,0,1,0
-417,-620,-17,0,1,0
-400,-620,-20,0,1,0
-382,-620,-24,0,1,0
-365,-620,-27,0,1,0
-348,-620,-30,0,1,0
-330,-620,-34,0,1,0
-313,-620,-37,0,1,0
-296,-620,-40,0,1,0
-279,-620,-44,0,1,0
-261,-620,-47,0,1,0
-244,-620,-50,0,1,0
-227,-620,-54,0,1,0
-209,-620,-57,0,1,0
-192,-620,-60,0,1,0
-175,-620,-64,0,1,0
-157,-620,-67,1,1,0
-140,-620,-70,1,1,0
-123,-620,-74,1,1,0
-105,-620,-77,1,1,0
-88,-620,-80,1,1,0
-70,-620,-84,1,1,0
-53,-620,-87,1,1,0
-36,-620,-90,1,0,1
-19,-620,-94,1,0,1
5,-620,-90,1,0,1
29,-620,0,1,0,1
53,-620,3,1,0,1
77,-620,6,1,0,1
101,-620,10,1,0,1
126,-620,13,1,0,1
150,-620,16,1,0,1
174,-620,20,1,0,1
198,-620,23,1,0,1
222,-620,26,1,0,1
243,-620,30,0,0,1
-454,-350,33,0,0,1
-450,-350,36,0,0,1
-435,-350,40,0,0,1
-420,-350,43,0,0,1
-405,-350,46,0,0,1
-390,-350,50,0,0,1
-375,-350,53,0,0,1
-361,-350,56,0,0,1
-346,-350,60,0,0,1
-331,-350,63,0,0,1
-316,-350,66,0,0,1
-301,-350,69,0,0,1
-286,-350,73,0,0,1
-271,-350,76,0,0,1
-256,-350,79,0,0,1
-241,-350,83,0,0,1
-226,-350,86,0,0,1
-211,-350,89,0,0,1
-196,-350,93,0,0,1
-181,-350,96,0,0,1
-166,-350,0,0,0,1
-151,-350,3,0,0,1
-136,-350,6,0,0,1
-121,-350,9,0,0,1
-106,-350,13,1,0,1
-91,-350,16,1,0,1
-76,-350,19,1,0,1
-61,-350,23,1,0,1
-46,-350,26,1,0,1
-31,-350,29,1,0,1
-16,-350,33,1,0,1
-1,-350,36,1,0,1
14,-350,39,1,0,1
29,-350,43,1,0,0
44,-350,46,1,0,0
56,-350,46,1,0,0
68,-350,46,1,0,0
79,-350,46,1,0,0
91,-350,46,1,0,0
103,-350,46,1,0,0
114,-350,46,1,0,0
126,-350,46,1,0,0
138,-350,46,1,0,0
149,-350,46,0,0,0
161,-350,46,0,0,0
173,-350,46,0,0,0
184,-350,46,0,0,0
196,-350,46,0,1,0
208,-350,46,0,1,0
216,-350,43,0,1,0
224,-350,0,0,1,0
233,-350,-4,0,1,0
241,-350,-7,0,1,0
249,-350,-10,0,1,0
258,-350,-14,0,1,0
266,-350,-17,0,1,0
274,-350,-20,0,1,0
283,-350,-24,0,1,0
291,-350,-27,0,1,0
299,-350,-30,0,1,0
308,-350,-34,0,1,0
316,-350,-37,0,1,0
313,-350,-40,0,1,0
-391,-689,-44,0,1,0
-394,-689,-47,0,1,0
-374,-689,-50,0,1,0
-355,-689,-54,0,1,0
-335,-689,-57,0,1,0
-315,-689,-60,0,1,0
-296,-689,-64,0,1,0
-276,-689,-67,0,1,0
-256,-689,-70,0,1,0
-237,-689,-74,0,1,0
-217,-689,-77,0,0,1
-197,-689,-80,0,0,1
-171,-689,-77,0,0,1
-145,-689,-74,0,0,1
-119,-689,-70,1,0,1
-92,-689,-67,1,0,1
-66,-689,-64,1,0,1
-40,-689,0,1,0,1
-13,-689,3,1,0,1
13,-689,6,1,0,1
39,-689,9,1,0,1
65,-689,13,1,0,1
92,-689,16,1,0,1
118,-689,19,1,0,0
144,-689,23,1,0,0
167,-689,23,1,0,0
190,-689,23,1,0,0
213,-689,23,1,0,0
236,-689,23,1,1,0
259,-689,23,1,0,0
279,-689,19,1,0,0
302,-689,19,1,0,0
313,-689,19,1,0,1
-387,-602,19,0,0,1
-384,-602,23,0,0,1
-360,-602,26,0,0,1
-337,-602,29,0,0,1
-314,-602,33,0,0,1
-290,-602,36,0,0,1
-267,-602,39,0,0,1
-243,-602,43,0,0,1
-220,-602,46,0,0,1
-197,-602,49,0,0,1
-173,-602,53,0,0,1
-150,-602,56,0,0,0
-126,-602,59,1,1,0
-106,-602,59,1,1,0
-90,-602,0,1,1,0
-73,-602,-4,1,1,0
-56,-602,-7,1,1,0
-39,-602,-10,1,1,0
-23,-602,-14,1,1,0
-6,-602,-17,1,0,0
11,-602,-20,1,0,0
31,-602,-20,1,0,0
51,-602,-20,1,0,0
71,-602,-20,1,0,0
91,-602,-20,1,0,1
111,-602,-20,1,0,1
135,-602,-17,1,0,1
158,-602,-14,1,0,1
181,-602,-10,1,0,1
205,-602,-7,1,0,1
228,-602,-4,1,0,1
252,-602,0,0,0,1
275,-602,3,0,0,1
298,-602,6,0,0,1
322,-602,9,0,0,1
345,-602,13,0,0,1
366,-602,16,0,0,0
-331,-784,19,0,0,0
-331,-784,19,0,0,0
-304,-784,19,0,0,0
-278,-784,19,0,1,0
-331,-691,319,0,1,0
-650,-526,0,0,0,0
-647,-526,3,0,0,0
-630,-526,3,0,0,1
-612,-526,3,0,0,1
-591,-526,6,0,0,1
-570,-526,10,0,0,1
-550,-526,13,0,0,1
-529,-526,16,0,0,1
-508,-526,20,0,0,1
-487,-526,23,0,0,1
-466,-526,26,0,0,1
-445,-526,29,0,0,1
-424,-526,33,0,0,1
-403,-526,36,0,0,1
-383,-526,39,0,0,1
-362,-526,43,0,0,1
-341,-526,46,0,0,1
-320,-526,49,0,0,1
-299,-526,53,0,0,1
-278,-526,0,0,0,1
-257,-526,3,0,0,1
-237,-526,6,0,0,1
-216,-526,9,0,0,1
-195,-526,13,0,0,1
-174,-526,16,0,0,1
-153,-526,19,0,0,1
-132,-526,23,1,0,1
-111,-526,26,1,0,1
-90,-526,29,1,0,1
-70,-526,33,1,0,1
-49,-526,36,1,0,1
-28,-526,40,1,0,1
-7,-526,43,1,0,1
14,-526,46,1,0,1
35,-526,50,1,0,1
56,-526,53,1,0,1
76,-526,56,1,0,1
97,-526,60,1,0,1
118,-526,63,1,0,1
139,-526,66,1,0,1
160,-526,70,1,0,1
180,-526,73,1,0,1
-517,-569,76,1,0,1
-514,-569,80,1,0,1
-492,-569,83,1,0,1
-469,-569,86,0,0,1
-447,-569,90,0,0,1
-425,-569,93,0,0,1
-402,-569,96,0,0,1
-380,-569,0,0,0,1
-358,-569,3,0,0,1
-335,-569,6,0,0,1
-313,-569,10,0,0,1
-291,-569,13,0,0,1
-269,-569,16,0,0,1
-246,-569,20,0,0,1
-224,-569,23,0,0,1
-202,-569,26,0,0,1
-179,-569,30,0,0,1
-157,-569,33,1,0,1
-135,-569,36,1,0,1
-112,-569,40,1,0,1
-90,-569,43,1,0,1
-68,-569,46,1,0,1
-46,-569,50,1,0,1
-23,-569,53,1,0,1
-1,-569,56,1,0,1
21,-569,60,1,0,1
44,-569,63,1,0,1
66,-569,66,1,0,1
88,-569,70,1,0,0
111,-569,73,1,0,0
130,-569,73,1,1,0
149,-569,73,1,1,0
164,-569,70,1,1,0
180,-569,66,1,1,0
195,-569,63,1,1,0
211,-569,60,1,1,0
227,-569,56,0,1,0
242,-569,0,0,1,0
256,-569,-4,0,1,0
-447,-637,-7,0,1,0
-450,-637,-10,0,1,0
-433,-637,-14,0,1,0
-415,-637,-17,0,1,0
-397,-637,-21,0,1,0
-379,-637,-24,0,1,0
-361,-637,-27,0,1,0
-343,-637,-31,0,1,0
-325,-637,-34,0,1,0
-307,-637,-37,0,1,0
-289,-637,-41,0,1,0
-271,-637,-44,0,1,0
-254,-637,-47,0,1,0
-236,-637,-51,0,1,0
-218,-637,-54,0,1,0
-200,-637,-57,0,1,0
-182,-637,-61,0,1,0
-164,-637,-64,1,1,0
-146,-637,-67,1,1,0
-128,-637,-71,1,1,0
-110,-637,-74,1,1,0
-92,-637,-77,1,1,0
-75,-637,-81,1,1,0
-57,-637,-84,1,1,0
-39,-637,-87,1,1,0
-21,-637,-91,1,0,1
-3,-637,-94,1,0,1
22,-637,-91,1,0,1
46,-637,0,1,0,1
71,-637,3,1,0,1
95,-637,6,1,0,1
120,-637,10,1,0,1
144,-637,13,1,0,1
169,-637,16,1,0,1
193,-637,20,1,0,1
-504,-499,23,1,0,1
-500,-499,26,0,0,1
-481,-499,30,0,0,1
-461,-499,33,0,0,1
-441,-499,36,0,0,1
-421,-499,40,0,0,1
-401,-499,43,0,0,1
-381,-499,46,0,0,1
-361,-499,50,0,0,1
-341,-499,53,0,0,1
-321,-499,56,0,0,1
